name,company,email,address,country,state,website,phone
,The Deli,bookthedeli@gmail.com,"309 White Street Norman, OK 73069",United States,Oklahoma,http://thedeli.us/WP/,(405) 329-3534
,TEG International Jazz Fest,bookwithteg@outlook.com,"Downtown Tulsa Tulsa, OK 74133",United States,Oklahoma,,
,Brewskeys Bar,brewskeysbargrill@gmail.com,"2600 S. Meridian Avenue Oklahoma City, OK 73108",United States,Oklahoma,,(405) 601-1155
,Brickhouse Saloon,brickhouse.saloon@yahoo.com,"113 1/2 N. Bell Avenue Shawnee, OK 74801",United States,Oklahoma,,(405) 214-1111
,Southwestern Oklahoma State University,cab@swosu.edu,"100 East Campus Drive Weatherford, OK 73096",United States,Oklahoma,,(580) 774-7153
,Blue Doors at Tenkiller,cartercombs@projectrecordscompany.com,"98413 Highway 100 Gore, OK 74435",United States,Oklahoma,https://www.bluedoorsattenkiller.com/,(918) 205-2502
,Burn by Rocky Patel,chris@burnbyrockypatel.com,"13230 Pawnee Drive Oklahoma City, OK 73114",United States,Oklahoma,https://www.burnbyrockypatel.com/oklahoma-city,(405) 607-0813
,Cimarron Bar,cimarronbartulsa@gmail.com,"2619 S. Memorial Drive Tulsa, OK 74129",United States,Oklahoma,,(918) 621-4644
,Connors State College,Cjone51@connorsstate.edu,"700 College Road Warner, OK 74469",United States,Oklahoma,,
,Margaritaville,clayne@margaritaville.com,"8330 Riverside Parkway Tulsa, OK 74137",United States,Oklahoma,https://www.margaritavilletulsa.com,(918) 995-8080
,Cookson Village,CooksonVillageDeckandGalley@yahoo.com,"19725 W. Cookson Bend Road Cookson, OK 74427",United States,Oklahoma,,(918) 457-5578
,Cherokee Casino,dianna.wescott@cnent.com,"24979 US Route 59 Grove, OK 74344",United States,Oklahoma,https://www.cherokeecasino.com/grove/,(918) 786-1300
,The Auditorium at the Douglass,douglassauditorium@gmail.com,"600 N. High Avenue Oklahoma City, OK 73117",United States,Oklahoma,https://auditoriumatdouglass.com/,(405) 652-9541
,Driller's Night Club 2,drillersnightclub2@yahoo.com,"1015 N. Highway 81 Duncan, OK 73533",United States,Oklahoma,,(580) 606-6910
,Duet Restaurant,duetjazz9@gmail.com,"108 N Detroit Avenue Tulsa, OK 74103",United States,Oklahoma,https://www.duetjazz.com/,(918) 398-7201
,University of Central Oklahoma,edeclerck@uco.edu,"100 N University Dr Edmond, OK 73034",United States,Oklahoma,,
,Elephant Run,elephantrun918@gmail.com,"3141 E. Skelly Drive Tulsa, OK 74105",United States,Oklahoma,,(918) 271-5025
,Elm Street Pub,elmstreetpub@gmail.com,"329 S. Elm Street Jenks, OK 74037",United States,Oklahoma,,(918) 296-0448
,Los Cabos Mexican Grill & Cantina,erik@loscabosok.com,"151 Bass Pro Drive Broken Arrow, OK 74012",United States,Oklahoma,https://loscabosok.com/,(918) 355-8877
,Buckhorn Bar,erlyrsr88@live.com,"122 W. Broadway Street Cushing, OK 74023",United States,Oklahoma,,(918) 225-5413
,The Shrine,ftpsolo@gmail.com,"112 E. 18th Street Tulsa, OK 74119",United States,Oklahoma,http://www.tulsashrine.com,(918) 949-1345
,Full Circle Lounge,full22circle@gmail.com,"9421 E. 31st Street Tulsa, OK 74129",United States,Oklahoma,,(918) 591-3540
,George's Pub,georgespubs@gmail.com,"108 N. 1st Street Jenks, OK 74037",United States,Oklahoma,https://www.georgespubs.com,(918) 296-9711
,Bourbon Street Cafe,gwinnerstudios@gmail.com,"100 E. California Avenue Oklahoma City, OK 73104",United States,Oklahoma,https://www.bourbonstreetcafe.com/,(405) 232-6666
,Gypsy Coffee House,GypsyCoffee@gmail.com,"303 MLK Jr. Boulevard Tulsa, OK 74103",United States,Oklahoma,https://www.gypsycoffee.com/index.html,(918) 295-2181
,Heard on Hurd Festival,heardonhurd@citizensedmond.com,"32 N. Broadway Edmond, OK 73034",United States,Oklahoma,https://mycitizens.bank/heard-on-hurd,(405) 341-6650
,Hilltop Hideaway,hilltophideaway@gmail.com,"1105 N. Main Street Noble, OK 73068",United States,Oklahoma,,(405) 872-2337
,Bin 73 Wine Bar,hunan@bin73.com,"7312 N. Western Avenue Oklahoma City, OK 73116",United States,Oklahoma,,(405) 843-0073
,Arena Pub & Grill,info@arenapubandgrill.com,"201 S. Denver Avenue Tulsa, OK 74103",United States,Oklahoma,http://arenapubandgrill.com/,(918) 879-1990
,Beam Live,info@beamvip.com,"1900 NW Expressway R221 Oklahoma City, OK 73118",United States,Oklahoma,https://www.beamlive.club/,(405) 439-8957
,Downstream Casino Resort,info@downstreamcasino.com,"69300 E. Nee Road Quapaw, OK 74363",United States,Oklahoma,https://downstreamcasino.com/,(918) 919-6000
,Godofredo’s Pizzeria & Tap Room,info@godofredos.com,"209 E Broadway Street Cushing, OK 74023",United States,Oklahoma,https://www.godofredos.com/,(918) 725-1000
,Long-Bell Brewing Company,info@longbellbrewing.com,"118 S 5th St Clinton, OK 73601",United States,Oklahoma,https://www.longbellbrewing.com/,(580) 210-6608
,LowDown,info@lowdowntulsa.com,"108 N. Detroit Avenue Tulsa, OK 74103",United States,Oklahoma,https://www.lowdowntulsa.com/,(918) 271-5727
,Native Spirits Winery,info@nativespiritswinery.com,"10500 E. Lindsey Street Norman, OK 73026",United States,Oklahoma,https://www.nativespiritswinery.com/,(405) 329-9942
,The OKC Farmers Market,info@okcfarmersmarket.com,"311 S. Klein Avenue Oklahoma City, OK 73108",United States,Oklahoma,https://okcfarmersmarket.com,(405) 232-6506
,Iron Horse,iron.horse4853@gmail.com,"13573 S. 169 Highway Oologah, OK 74053",United States,Oklahoma,,
,J Farley's,JakeFlintMusic@gmail.com,"820 S. Lynn Riggs Boulevard Claremore, OK 74017",United States,Oklahoma,https://www.jfarleyspub.com/,(918) 923-6130
,Red River Music Hall,jeffhubert@swoi.net,"200 Todd Lane Altus, OK 73521",United States,Oklahoma,,(580) 481-0278
,OKC Tap House,jennifer.cade@omnihotels.com,"100 W. Oklahoma City Boulevard Oklahoma City, OK 73109",United States,Oklahoma,https://www.omnihotels.com/hotels/oklahoma-city/dining/okc-tap-house,(405) 438-6470
,Othello's,jennifer@othellos.us,"434 Buchanan Avenue Norman, OK 73069",United States,Oklahoma,https://www.othellos.us/,(405) 701-4900
,Heirloom Rustic Ales,jessica@heirloomrusticales.com,"2113 E. Admiral Boulevard Tulsa, OK 74110",United States,Oklahoma,https://www.heirloomrusticales.com,(918) 292-8757
,JJ's Alley,jjsbluessaloon@gmail.com,"212 E. Sheridan Avenue Oklahoma City, OK 73104",United States,Oklahoma,,(405) 605-4543
,Osage Casino Hotel,johnny.buschardt@osagecasinos.com,"222 Allen Road Bartlesville, OK 74003",United States,Oklahoma,https://www.osagecasino.com/entertainment/location/bartlesville/,(877) 246-8777
,Osage Casino Hotel,johnny.buschardt@osagecasinos.com,"951 W. 36th Street Tulsa, OK 74127",United States,Oklahoma,https://www.osagecasino.com/entertainment/location/thunder-bar-tulsa/,(877) 246-8777
,McSwain Theatre,judy.mclellan@chickasaw.net,"130 W. Main Street Ada, OK 74820",United States,Oklahoma,https://mcswaintheatre.com/,(580) 332-8108
,Burnt Cabin Marina,karenlaketenkiller@hotmail.com,"35190 S. 497 Road Park Hill, OK 74451",United States,Oklahoma,http://www.burntcabin.com/,(918) 457-5421
,Cherokee Casino,kathryn.hemphill@cnent.com,"3307 Seven Clans Avenue Tahlequah, OK 74464",United States,Oklahoma,https://www.cherokeecasino.com/tahlequah/entertainment,(918) 207-3600
,Cherokee Casino,kathryn.hemphill@cnent.com,"107 N. Georgetown Road Fort Gibson, OK 74434",United States,Oklahoma,https://www.cherokeecasino.com/fort-gibson/,(918) 684-5507
,YST Coffee House,kpowell@yst.org,"311 S. Madison Avenue Tulsa, OK 74120",United States,Oklahoma,https://www.yst.org/programs,(918) 582-0061
,The Railhead Saloon,kyongdees@gmail.com,"909 S. Sheridan Road Lawton, OK 73505",United States,Oklahoma,,(580) 248-8450
,Thunderbird Casino,lisaf@tbecinc.com,"15700 E. State Highway 9 Norman, OK 73026",United States,Oklahoma,https://www.playthunderbird.com/,(405) 360-9270
,Spaceship Earth Coffee,live@spaceshipearth.coff,"345 E. Choctaw Avenue McAlester, OK 74501",United States,Oklahoma,https://spaceshipearth.coffee,(918) 715-4345
,Riverwind Casino,marcy.tipton@chickasaw.net,"1544 Oklahoma 9 Norman, OK 73072",United States,Oklahoma,https://www.riverwind.com/,(405) 322-6000
,Dead Armadillo Brewery,markrossondab@gmail.com,"1004 E. 4th Street Tulsa, OK 74120",United States,Oklahoma,https://www.dabrewery.com,(918) 949-9233
,Club 60 West at River Bend Casino and Hotel,mepling@riverbendcasino.com,"100 Jackpot Place Wyandotte, OK 74370",United States,Oklahoma,https://riverbendcasino.com/club-60-west,(918) 678-4946
,Angry Scotsman Brewing,mitch@angryscotbrew.com,"704 W. Reno Avenue Oklahoma City, OK 73102",United States,Oklahoma,http://angryscotbrew.com/,(405) 673-7713
,Mooney's Pub & Grill,mooneysoklahoma@gmail.com,"6221 N. I-35 Norman, OK 73069",United States,Oklahoma,,(405) 364-7577
,40 WEST,morgan.washburn.mw@gmail.com,"501 N. Mustang Road Oklahoma City, OK 73099",United States,Oklahoma,,(405) 265-7770
,89th Street Collective,n.hampson@me.com,"8911 N. Western Avenue Oklahoma City, OK 73114",United States,Oklahoma,,
,Northeastern State University,nab@nsuok.edu,"600 North Grand Avenue Tahlequah, OK 74464",United States,Oklahoma,,(918) 444-2526
,Grady's 66 Pub,nathan@gradys66.com,"444 W. Main Street Yukon, OK 73099",United States,Oklahoma,https://gradys66pub.com/,(405) 354-8789
,The Canebrake,okiejoemack@yahoo.com,"33241 E. 732nd Road Wagoner, OK 74467",United States,Oklahoma,https://www.canebrake.net/,(918) 400-1120
,The Branch,okiejoemack@yahoo.com,"505 N. Muskogee Avenue Tahlequah, OK 74464",United States,Oklahoma,,(918) 456-1500
,Opolis,opoliscooperative@gmail.com,"113 N. Crawford Avenue Norman, OK 73069",United States,Oklahoma,https://www.opolis.org/,(405) 217-2193
,Cameron University,pac@cameron.edu,"2800 West Gore Boulevard Lawton, OK 73505",United States,Oklahoma,,(580) 581-2217
,Resonant Head,patrick@resonanthead.com,"400 SW 25th Street Suite A Oklahoma City, OK 73109",United States,Oklahoma,https://www.resonanthead.com/,(405) 673-7606
,Thelma's Peach,peachtownstudios@gmail.com,"2008 E. Admiral Boulevard Tulsa, OK 74110",United States,Oklahoma,,(918) 576-7640
,Resonator,resonator.OK@gmail.com,"325 E. Main Street Norman, OK 73069",United States,Oklahoma,,
,Ritz,ritzshawnee@yahoo.com,"10 W. Main Street Shawnee, OK 74801",United States,Oklahoma,https://ritzshawnee.com/,(405) 432-1810
,Royal Bavaria,royalbavaria1@gmail.com,"3401 S. Sooner Road Moore, OK 73165",United States,Oklahoma,https://www.royal-bavaria.com/,(405) 799-7666
,Fort Thunder Harley-Davidson,scaldwell@fortthunderH-D.com,"500 SW 11th Street Oklahoma City, OK 73160",United States,Oklahoma,https://fortthunderharleydavidson.com/events,(405) 793-8877
,Pryor's Pizza Kitchen,seth@swhok.com,"18932 Selah Way Norman, OK 73072",United States,Oklahoma,https://www.pryorspizzakitchen.com/,(405) 267-4992
,The Depot,shari@pasnorman.org,"200 S. Jones Avenue Norman, OK 73069",United States,Oklahoma,https://www.normandepot.org/,(405) 307-9320
,51st Street Speakeasy,speakeasy51st@yahoo.com,"1114 NW 51st Street Oklahoma City, OK 73118",United States,Oklahoma,http://www.51stspeakeasy.com/,(405) 463-0470
,The Silver Stallion,stallionclub2020@gmail.com,"1433 E. State Highway 152 Mustang, OK 73064",United States,Oklahoma,,(405) 745-3310
,Indigo Sky Casino,stephanieh@indigoskycasino.com,"70220 E. Highway 60 Wyandotte, OK 74370",United States,Oklahoma,https://indigoskycasino.com/play/live-entertainment/,(888) 992-7591
,Oklahoma State University,suab@okstate.edu,"Stillwater, OK 74074",United States,Oklahoma,,(405) 744-7332
,Sugar Creek Casino Event Center,sugarcreekcasino@gmail.com,"5304 N. Broadway Avenue Hinton, OK 73047",United States,Oklahoma,http://www.sugarcreekcasino.net,(405) 542-2946
,Reba's Place,talent@rebasplace.com,"301 E. Court Street Atoka, OK 74525",United States,Oklahoma,https://www.rebasplace.com/,(580) 378-7366
,Langston University,teaa@langston.edu,"701 Sammy Davis Junior Drive Langston, OK 73050",United States,Oklahoma,,
,East Central University,tenamil@ecok.edu,"1100 East 14th Street Ada, OK 74820",United States,Oklahoma,,
,The Colony,thecolonytulsa@gmail.com,"2809 S. Harvard Avenue Tulsa, OK 74114",United States,Oklahoma,,
,The Hunt Club Pub & Grub,thehuntclubtulsa@gmail.com,"224 N. Main Street Tulsa, OK 74103",United States,Oklahoma,http://www.thehuntclubtulsa.com,(918) 599-9200
,Eskimo Joe's,timh@scc.eskimojoes.com,"501 W. Elm Street Stillwater, OK 74074",United States,Oklahoma,http://www.eskimojoes.com/,(405) 372-8896
,Toby Keith's I Love This Bar & Grill (Bricktown),tobykeithokc@halsmith.com,"310 Johnny Bench Drive Oklahoma City, OK 73104",United States,Oklahoma,https://tobykeithsbar.com/,(405) 231-0254
,The University of Science and Arts of Oklahoma,usao-sab@usao.edu,"1727 West Alabama Avenue Chickasha, OK 73018",United States,Oklahoma,,
,Whiskey Dog Bar & Grill,whiskeydogok@gmail.com,"2408 W. New Orleans Street Broken Arrow, OK 74011",United States,Oklahoma,,(918) 286-7111
,Iron Monk Brewing Company,will@ironmonkbeer.com,"519 S. Husband Street Stillwater, OK 74074",United States,Oklahoma,https://www.ironmonkbeer.com/,(405) 714-2585
,The Gasworks,141parkst@gmail.com,"141 Park Street North Hamilton, ON L8R 2N4",Canada,Ontario,https://www.thegasworks.ca/,+1 905-818-4285
,Lebovic Centre for Arts & Entertainment,19onthepark@townofws.ca,"19 Civic Avenue Stouffville, ON L4A 1G5",Canada,Ontario,https://www.townofws.ca/play/theatre/,+1 905-640-2322
,BSMT 254,254bsmt@gmail.com,"254 Lansdowne Avenue Toronto, ON M6H 3X9",Canada,Ontario,https://www.bsmt254.com/,+1 416-801-6325
,The Neighbourhood Pub,613pub@gmail.com,"2557 Baseline Road Ottawa, ON K2H 7B3",Canada,Ontario,,+1 343-961-1812
,Hugh's Room Live,ad@hughsroomlive.com,"296 Broadview Avenue Toronto, ON M4M 2G7",Canada,Ontario,https://hughsroomlive.com/,+1 647-347-4769
,The Opera House,athena@theoperahousetoronto.com,"735 Queen Street East Toronto, ON M4M 1H1",Canada,Ontario,https://theoperahousetoronto.com/,+1 416-466-0313
,Black Dog Pub,bark@blackdogpub.tv,"87 Island Road Toronto, ON M1C 2P6",Canada,Ontario,http://blackdogpub.ca,+1 416-286-4544
,About Live Music,bill@aboutlivemusic.com,"60 Ontario Street Unit 1 Burk's Falls, ON P0A 1C0",Canada,Ontario,https://www.aboutlivemusic.com/,+1 705-787-6396
,Drom Taberna,booking@dromtaberna.com,"458 Queen Street West Toronto, ON M5V 2A8",Canada,Ontario,https://www.dromtaberna.com/,+1 647-748-2099
,The Emmet Ray,booking@erbar.ca,"924 College Street Toronto, ON M6H 1A4",Canada,Ontario,https://www.theemmetray.com/,+1 416-792-4497
,The Garrison,booking@garrisontoronto.com,"1197 Dundas Street West Toronto, ON M6J 1X3",Canada,Ontario,http://www.garrisontoronto.com,+1 416-519-9439
,Mills Hardware,booking@sonicunyon.com,"95 King Street East Hamilton, ON L8N 1A9",Canada,Ontario,https://www.millshardware.ca/,+1 905-777-1223
,Bridgeworks,booking@sonicunyon.com,"200 Caroline Street North Hamilton, ON L8R 0A6",Canada,Ontario,https://bridgeworks.ca/,+1 905-777-1223
,El Mocambo,bookings@elmocambo.com,"464 Spadina Avenue Toronto, ON M5T 2G8",Canada,Ontario,,
,Tonight,bookings@ithappenstonight.com,"1704 Queen Street West Toronto, ON M6R 1A9",Canada,Ontario,http://www.ithappenstonight.com/,+1 416-537-3262
,Red Bird Live,bookings@redbirdlive.ca,"1165 Bank Street Ottawa, ON K1S 3X7",Canada,Ontario,,
,Rivoli,bookings@rivolitoronto.com,"332 Queen Street West Toronto, ON M5V 2A2",Canada,Ontario,https://www.rivolitoronto.com/,+1 647-494-4540
,TRANZAC,bookingtranzac@gmail.com,"292 Brunswick Avenue Toronto, ON M5S 2M7",Canada,Ontario,https://www.tranzac.org/,+1 416-923-8137
,The Brass Monkey,bookmymonkey@gmail.com,"250 Greenbank Road Ottawa, ON K2H 8X4",Canada,Ontario,,+1 613-912-9210
,Bovine Sex Club,bovinebooking@gmail.com,"542 Queen Street West Toronto, ON M5V 2B5",Canada,Ontario,https://www.bovinesexclub.com/,+1 416-504-4239
,The Cameron House,cameronhousebooking@gmail.com,"408 Queen Street West Toronto, ON M5V 2A7",Canada,Ontario,https://www.thecameron.com/,+1 416-703-0811
,The Casbah,casbahbrodie@gmail.com,"306 King Street West Hamilton, ON L8P 1B1",Canada,Ontario,https://casbahlounge.ca/,+1 905-741-7625
,Clark Hall Pub,clark.entertainment@engsoc.queensu.ca,"30 5 Field Company Lane Kingston, ON K7L 3N6",Canada,Ontario,https://clarkmarketing.wixsite.com/mysite,+1 613-533-6008
,Aeolian Hall,clark@aeolianhall.ca,"795 Dundas Street East London, ON N5W 2Z6",Canada,Ontario,https://aeolianhall.ca/,+1 519-672-7950
,Horseshoe Tavern,craig@horseshoetavern.com,"370 Queen Street West Toronto, ON M5V 2A2",Canada,Ontario,https://www.horseshoetavern.com/,+1 416-598-4226
,The Dakota Tavern,dakotatavernbookings@gmail.com,"249 Ossington Avenue Toronto, ON M6J 3A1",Canada,Ontario,https://www.dakotatavern.ca/,+1 416-850-4579
,Music Gallery,david@musicgallery.org,"918 Bathurst Street Toronto, ON M5R 3G5",Canada,Ontario,https://musicgallery.org/,+1 416-204-1080
,Burdock,deanna.petcoff@burdockbrewery.com,"1184 Bloor Street West Toronto, ON M6H 1N2",Canada,Ontario,https://burdockbrewery.com/pages/music-hall,+1 416-546-4033
,The Baby G,denholm@transmitpresents.com,"1608 Dundas Street West Toronto, ON M6K 1T8",Canada,Ontario,http://thebabyg.com/,+1 416-546-8840
,Eastside Bar and Grill,eastside@rogers.com,"750 Hamilton Road London, ON N5Z 1T7",Canada,Ontario,https://www.eastsidebarandgrill.ca/,+1 519-457-7467
,The Burlington Performing Arts Centre,elissa.hodder@burlington.ca,"440 Locust Street Burlington, ON L7S 1T7",Canada,Ontario,https://burlingtonpac.ca/,+1 905-681-6000
,Poetry Jazz Cafe,engage@poetryjazzcafe.com,"1078 Queen Street West Toronto, ON M6J 1H8",Canada,Ontario,https://www.poetryjazzcafe.com/,+1 416-599-5299
,Free Times Cafe,freetimescafe@rogers.com,"320 College Street Toronto, ON M5T 1S3",Canada,Ontario,https://www.freetimescafe.com/,+1 416-967-1078
,Grooves,grooves@loveable.com,"236 Dundas Street London, ON N6A 1H3",Canada,Ontario,https://groovesrecordstore.com/,+1 519-640-6714
,Ground Control,groundcontrolconnect@gmail.com,"1279 Queen Street West Toronto, ON M6K 1L6",Canada,Ontario,,
,Hard Luck Bar,hardluckbar@gmail.com,"772A Dundas Street West Toronto, ON M6J 1V1",Canada,Ontario,,
,The Hodder,hoddertbay@gmail.com,"481 Hodder Avenue Thunder Bay, ON P7A 1V3",Canada,Ontario,,+1 807-683-6227
,The Rec Room,info.toronto@therecroom.com,"255 Bremner Boulevard Toronto, ON M5V 3M9",Canada,Ontario,https://www.therecroom.com/,+1 416-815-0086
,Avant Garde Bar,info@avantgardebar.com,"135½ Besserer Street Ottawa, ON K1N 6A7",Canada,Ontario,https://avantgardebar.com/,+1 613-321-8908
,The Duchess of Markham,info@duchessonline.com,"53 Main Street North Markham, ON L3P 1X7",Canada,Ontario,https://duchessonline.com/,+1 905-294-3181
,Grossman's Tavern,info@grossmanstavern.com,"377 Spadina Avenue Toronto, ON M5T 2G3",Canada,Ontario,https://www.grossmanstavern.com/,+1 416-977-7000
,Humber College,info@ignitestudentlife.com,"205 Humber College Boulevard Etobicoke, ON M9W 5L7",Canada,Ontario,,+1 416-675-5051
,Irene's Pub,info@irenespub.ca,"885 Bank Street Ottawa, ON K1S 3W4",Canada,Ontario,http://irenespub.ca,+1 613-230-4474
,Jack's,info@jackslondon.com,"539 Richmond Street London, ON N6A 3E9",Canada,Ontario,https://jackslondon.com/,+1 519-438-1876
,Rum Runners,info@londonmusichall.com,"176 Dundas Street London, ON N6A 1G7",Canada,Ontario,,+1 519-432-1107
,Spyce Lounge,info@niagarafallshilton.com,"6361 Fallsview Boulevard Niagara Falls, ON L2G 3V9",Canada,Ontario,https://www.spycelounge.ca/,+1 905-354-7887
,Overflow Brewing Company,info@overflowbeer.com,"2477 Kaladar Avenue Ottawa, ON K1V 8B9",Canada,Ontario,https://overflowbeer.com/,+1 613-695-2337
,Silver Dollar Room,info@silverdollarroom.ca,"1371 Queen Street West Toronto, ON M6K 1M1",Canada,Ontario,https://www.silverdollarroom.ca/,+1 416-975-0909
,The Painted Lady,info@thepaintedlady.ca,"218 Ossington Avenue Toronto, ON M6J 2Z9",Canada,Ontario,,
,Elmdale Oyster House and Tavern,info@thewhalesbone.com,"1084 Wellington Street West Ottawa, ON K1Y 2Y5",Canada,Ontario,https://thewhalesbone.com/pages/elmdale-oyster-house,+1 613-728-2848
,The Townehouse Tavern,info@townehousetavern.com,"206 Elgin Street Sudbury, ON P3E 3N5",Canada,Ontario,https://www.townehousetavern.com/,+1 705-674-6883
,The Wortley Roadhouse,info@wortleyroadhouse.com,"190 Wortley Road London, ON N6C 4Y7",Canada,Ontario,https://www.wortleyroadhouse.com/,+1 519-438-5141
,Lee's Palace,jc@horseshoetavern.com,"529 Bloor Street West Toronto, ON M5S 1Y4",Canada,Ontario,https://www.leespalace.com/,+1 416-532-1598
,3030 Dundas West,jesse.mackay.3030@gmail.com,"3030 Dundas Street West Toronto, ON M6P 1Z3",Canada,Ontario,http://www.3030dundaswest.com,+1 416-769-5736
,Revival Bar & Event Venue,joe@revivaleventvenue.ca,"783 College Street Toronto, ON M6G 1C5",Canada,Ontario,https://www.revivaleventvenue.ca/,+1 416-294-6409
,LIVE on Elgin,jon@liveonelgin.com,"220 Elgin Street Ottawa, ON K2P 1L7",Canada,Ontario,https://www.liveonelgin.com/,+1 613-695-5483
,The Broom Factory,julia@kingcanfilmfest.com,"305 Rideau Street Kingston, ON K7K 3A9",Canada,Ontario,,
,Stonewalls Restaurant,management@stonewallshamilton.com,"339 York Blvd Hamilton, ON L8R 2X9",Canada,Ontario,https://www.stonewallshamilton.com/,+1 905-577-0808
,The Mansion,mansionbooker@gmail.com,"506 Princess Street Kingston, ON K7L 1C5",Canada,Ontario,https://themansion.rocks/,+1 613-531-0003
,FitzRays,mark@fitzrays.com,"110 Dundas Street London, ON N6A 1G1",Canada,Ontario,https://www.fitzrays.com/,+1 519-646-1112
,Mavericks,mavericksrideauottawa@gmail.com,"221 Rideau Street Ottawa, ON K1N 5X8",Canada,Ontario,,
,The Local Pub,melissamarysexton@gmail.com,"396 Roncesvalles Avenue Toronto, ON M6R 2M9",Canada,Ontario,,+1 416-535-6225
,The Music Hall,mhinfo@newvisionunited.org,"24 Main Street West Hamilton, ON L8P 1H2",Canada,Ontario,https://musichallhamilton.ca/,+1 905-522-6843
,The Moonshine Cafe,moonshinecafe@cogeco.net,"137 Kerr Street Oakville, ON L6K 3A6",Canada,Ontario,https://www.themoonshinecafe.com/,+1 905-844-2655
,My Place Bar & Grill,myplacefonthill@hotmail.com,"20 Hwy 20 E Fonthill, ON L0S 1E0",Canada,Ontario,https://myplacebarandgrill.ca/,+1 905-892-4949
,Neat Coffee Shop,neatmusicandcoffee@gmail.com,"1715 Calabogie Road Burnstown, ON K0J 1G0",Canada,Ontario,https://neatmusicandcoffee.ca/,+1 613-433-9960
,The Medley,office@themedley.ca,"2026 Yonge Street Toronto, ON M4S 1Z9",Canada,Ontario,https://themedley.ca/,+1 416-551-5756
,The Poacher's Arms,poachersarms@gmail.com,"171 Queens Avenue London, ON N6A 5J7",Canada,Ontario,https://poachersarms.ca/,+1 519-432-7888
,Drake Underground,programming@thedrakehotel.ca,"1150 Queen Street West Toronto, ON M6J 1J3",Canada,Ontario,https://www.thedrake.ca/thedrakehotel/underground/,+1 416-531-5042
,The Rainbow,rainbowbluesottawa@gmail.com,"76 Murray Street Ottawa, ON K1N 5M6",Canada,Ontario,https://therainbow.ca/,+1 613-241-5123
,The Richmond Tavern,richmondtavernlive@gmail.com,"370 Richmond Street London, ON N6A 3C7",Canada,Ontario,https://www.richmondtavern.ca/,+1 519-679-9777
,Imperial Pub,ricky@imperialpub.com,"54 Dundas Street East Toronto, ON M5B 1C7",Canada,Ontario,http://www.imperialpub.com,+1 416-977-4667
,Carey's Bar and Grill,shannoncording@gmail.com,"1569 Oxford Street East London, ON N5V 1W5",Canada,Ontario,,+1 519-951-6886
,Sneaky Dee's,sneakydees@gmail.com,"431 College Street West Toronto, ON M5T 1T1",Canada,Ontario,,+1 416-603-3090
,Ale House & Canteen,thealehousekingston@gmail.com,"393 Princess Street Kingston, ON K7L 1B9",Canada,Ontario,http://www.thealehousekingston.ca/,+1 613-531-5300
,Greenfield's Public House,thepub@greenfieldspublichouse.com,"900 Greenbank Road Nepean, ON K2J 1S8",Canada,Ontario,https://greenfieldspublichouse.com/,+1 613-823-9900
,The Rockpile,therockpilenightclub@yahoo.ca,"5555a Dundas Street West Toronto, ON M9B 1B8",Canada,Ontario,https://therockpile.ca/,+1 416-464-7614
,The Rex,tom@therex.ca,"194 Queen Street West Toronto, ON M5V 1Z1",Canada,Ontario,https://therex.ca/,+1 416-598-2475
,13th Moon Gravity Well,13thmoonbrouwerij@gmail.com,"4513 SE 41st Avenue Portland, OR 97206",United States,Oregon,,
,3 Legged Crane Pub and Brewhouse,3leggedcrane@gmail.com,"48329 E. 1st Street Oakridge, OR 97463",United States,Oregon,https://www.3leggedcrane.com/,(541) 782-2024
,Lewis & Clark College,activities@lclark.edu,"615 Southwest Palatine Hill Road Portland, OR 97219",United States,Oregon,,
,Barley Brown's Taphouse,add@barleybrowns.com,"2200 Main Street Baker City, OR 97814",United States,Oregon,https://www.barleybrownsbeer.com/,(541) 523-2337
,Corkscrew Wine Bar,adlaialex@comcast.net,"1665 SE Bybee Boulevard Portland, OR 97202",United States,Oregon,,
,Belle Fiore Winery,aldenl@bellefiorewine.com,"100 Belle Fiore Lane Ashland, OR 97520",United States,Oregon,https://bellefiorewine.com/,(541) 552-4900
,Kennedy School,alex.wideman@mcmenamins.com,"5736 NE 33rd Avenue Portland, OR 97211",United States,Oregon,https://www.mcmenamins.com/kennedy-school,(503) 249-3983
,Edgefield Winery,alex.wideman@mcmenamins.com,"2126 SW Halsey Street Troutdale, OR 97060",United States,Oregon,https://www.mcmenamins.com/edgefield,(503) 665-2992
,Al's Den,alex.wideman@mcmenamins.com,"1223 SW Harvey Milk Street Portland, OR 97205",United States,Oregon,https://www.mcmenamins.com/crystal-hotel/als-den,(503) 972-2670
,Old St. Francis School,alex.wideman@mcmenamins.com,"700 NW Bond Street Bend, OR 97703",United States,Oregon,https://www.mcmenamins.com/old-st-francis-school,(541) 382-5174
,Grand Lodge,alex.wideman@mcmenamins.com,"3505 Pacific Avenue Forest Grove, OR 97116",United States,Oregon,https://www.mcmenamins.com/grand-lodge,(503) 992-9533
,Hotel Oregon,alex.wideman@mcmenamins.com,"310 NE Evans Street McMinnville, OR 97128",United States,Oregon,https://www.mcmenamins.com/hotel-oregon,(503) 472-8427
,White Eagle Cafe & Saloon,alex.wideman@mcmenamins.com,"836 N. Russell Street Portland, OR 97227",United States,Oregon,https://www.mcmenamins.com/white-eagle-saloon-hotel,(503) 282-6810
,Alluvium,alluviumeugene@gmail.com,"810 W. 3rd Avenue Eugene, OR 97402",United States,Oregon,,
